id,neo4j_id
MOS,605888
PRDM13,605889
SMAD6,605890
PROX1,605891
LRIT2,605892
MICU1,605893
CYP26C1,605894
ZNF462,605895
C14orf2,605896
DNAJB12,605897
WDR86,605898
ZSCAN16,605899
METTL15,605900
ATXN3,605901
SMAD3,605902
ZIC3,605903
SKI,605904
IGSF11,605905
PDE6G,605906
FBN3,605907
MAPT,605908
POU3F2,605909
CDCA3,605910
CHRND,605911
PLAG1,605912
CNGB3,605913
BLOC1S1,605914
WNT6,605915
CRYBA4,605916
CHCHD7,605917
SLC7A3,605918
CWC27,605919
SNRPF,605920
VAV3,605921
ITGA7,605922
SREK1IP1,605923
CD63,605924
POU3F3,605925
FOXE3,605926
GHSR,605927
SCARA3,605928
ADD3,605929
CDH2,605930
TGFBR2,605931
ARL11,605932
CRYBB1,605933
PODXL2,605934
CHRNG,605935
PDZD7,605936
CCDC137,605937
CRYBA2,605938
SFXN3,605939
USP5,605940
LENEP,605941
SCRG1,605942
FAR2,605943
L3MBTL4,605944
SEPT9,605945
HS3ST3B1,605946
PHF11,605947
FAM168A,605948
CERS4,605949
C8orf58,605950
SERTAD4,605951
PYGO2,605952
WNT10A,605953
LHX3,605954
TDRD7,605955
BCOR,605956
LMX1B,605957
SYNDIG1L,605958
SLC24A2,605959
ZFP2,605960
TIGD1,605961
PI15,605962
FAM46A,605963
ITPR2,605964
EIF4E2,605965
WNT2B,605966
ZBTB4,605967
TPI1,605968
RIMBP2,605969
GPR162,605970
KCNQ5,605971
LCTL,605972
ZNF454,605973
HAT1,605974
ERGIC3,605975
HCN1,605976
FAM150A,605977
STK35,605978
ECEL1,605979
ITPKB,605980
PDK4,605981
THBS4,605982
CPNE1,605983
GLIS1,605984
COL5A1,605985
SPSB2,605986
SUSD5,605987
SUGP1,605988
UBE2I,605989
PDLIM2,605990
MAU2,605991
DLG1,605992
BCAR3,605993
SPPL2C,605994
RDH10,605995
SAP30,605996
CHRNB1,605997
TBC1D21,605998
FAM150B,605999
GLI3,606000
GRM6,606001
CTNS,606002
FGF11,606003
KDM4A,606004
HGS,606005
ARL16,606006
ZKSCAN1,606007
PLEKHA1,606008
SLC35G6,606009
FGF2,606010
POLR2A,606011
QSOX2,606012
RXFP2,606013
TTC17,606014
UBE2R2,606015
CNDP2,606016
STOML1,606017
TMEM102,606018
METTL7B,606019
SPPL2A,606020
FBXO7,606021
TMOD1,606022
ZZEF1,606023
CNDP1,606024
PML,606025
CRYAA,606026
CTNNA2,606027
CYB5D2,606028
BAIAP3,606029
TBX4,606030
CRYBG3,606031
LATS2,606032
VIM,606033
TBC1D32,606034
NECTIN3,606035
NECTIN1,606036
HIPK2,606037
ADARB2,606039
TLR5,606040
ENPP6,606041
POT1,606042
MRPL39,606043
NDUFV2,606044
IL33,606045
SLITRK1,606046
SEPT5,606047
GBP3,606048
PRR15L,606049
CDK5RAP3,606050
PNPO,606051
ANKRD12,606052
CLDN5,606053
RBMXL1,606054
CCBL2,606055
GP1BB,606056
GBP1,606057
SP2,606058
TMPRSS5,606060
FOCAD,606061
KCNAB1,606062
SOX2,606063
C1D,606064
CPLX2,606065
AIG1,606066
PTPRT,606067
GLTSCR1,606068
MMAB,606069
EHD2,606070
HIP1,606071
COL4A1,606072
COL4A2,606073
SLC4A4,606074
PDE10A,606075
RHOB,606076
U2AF1,606077
GLTSCR2,606078
SPDYE5,606079
PTPN11,606081
PIK3CG,606082
NOS3,606083
INSR,606084
SH2B3,606085
NGF,606086
IRS1,606087
ACE,606088
MEF2C,606089
JAG1,606090
GATA4,606091
MAP3K1,606092
SIK2,606093
NPR3,606094
RELA,606095
RAC1,606096
GAB1,606097
KLF14,606098
CNNM2,606099
ZNF831,606100
AGT,606101
KLF3,606102
RSPO3,606103
BCAR1,606104
CASZ1,606105
CDKN1B,606106
B4GALNT2,606107
KCNK3,606108
CRK,606109
ADRB1,606110
MAPK3,606111
C10orf107,606112
CACNA1D,606113
EGR2,606114
SWAP70,606115
CACNB2,606116
SLC4A7,606117
PDE3A,606118
MECOM,606119
ARHGAP42,606120
CLINT1,606121
PLEKHG1,606122
ARID1A,606123
MYBPC3,606124
FGF5,606125
SOX6,606126
FBN2,606127
CPSF6,606128
NPNT,606129
YWHAE,606130
MFHAS1,606131
HNF4G,606132
ENPEP,606133
PPAP2B,606134
GOSR2,606135
MEX3C,606136
JPH2,606137
CYP11B1,606138
WDR11,606139
WT1,606140
ARHGEF16,606141
SPRY4,606142
PRKAG2,606143
RGS12,606144
RAF1,606145
WNT3A,606146
CNTF,606147
BAD,606148
SOS1,606149
MESDC2,606150
FTO,606151
CACNA1C,606152
LRRC10B,606153
ZNF318,606154
RPGRIP1L,606155
ZNF652,606156
FIGN,606157
CDC16,606158
FES,606159
TXNDC8,606160
GUCY1A3,606161
MAP4,606162
INO80,606163
MAPK1,606164
PRKCE,606165
GUCY1B3,606166
SHC1,606167
CREBBP,606168
CYP11B2,606169
MYO9B,606170
HAUS8,606171
PHB,606172
PKHD1,606173
EBF2,606174
NPPA,606175
ANP32A,606176
STIM2,606177
AKT1,606178
KAT5,606179
TBC1D1,606180
ZFP36L2,606181
PRDM8,606182
TRIM49B,606183
CDC25A,606184
AKR1B15,606185
LSP1,606186
HLA-DQA2,606187
FERMT1,606188
ADRA1D,606189
GTF2B,606190
MRAS,606191
AKR1B10,606192
SLC7A1,606193
NME9,606194
TWIST1,606195
ZFP64,606196
CWF19L2,606197
SALL1,606198
HRAS,606199
LFNG,606200
NFATC2,606201
GSK3B,606202
USP38,606203
PRKACG,606204
ADO,606205
PIK3CA,606206
ATP2A3,606207
KRAS,606208
UMOD,606209
JUN,606210
MAPK14,606211
CAST,606212
PTPN1,606213
POC1B-GALNT4,606214
PPP1R32,606215
WIPF1,606216
TSC22D2,606217
FANCL,606218
ZC3HC1,606219
POC1B,606220
RPRML,606221
ERAP1,606222
CTSO,606223
MAPK8,606224
PIK3R2,606225
PRKCD,606226
PTP4A3,606227
TICRR,606228
GRB2,606229
UHRF1,606230
ANO3,606231
PIK3R3,606232
GALNT4,606233
KDM2B,606234
FAM208A,606235
FGD5,606236
CALCRL,606237
PCNX,606238
DPEP1,606239
ARNTL,606240
ITPKA,606241
RGL3,606242
MED13L,606243
SULT1C3,606244
HLX,606245
CREB3L1,606246
TMEM64,606247
ARL15,606248
ABCC10,606249
FOSL2,606250
ARRDC5,606251
MAPK9,606252
MTHFR,606253
CLCN6,606254
MYH11,606255
KIF7,606256
NPBWR2,606257
TBXAS1,606258
AZIN1,606259
GUCY1A2,606260
AKT2,606261
ZCCHC7,606262
SYT8,606263
MAP2K1,606264
MAP3K11,606265
AGTR1,606266
CIB4,606267
SLC9B1,606268
CDC42,606269
HLA-DQB1,606270
UPF3A,606271
LTK,606272
PODXL,606273
HLA-DQB2,606274
WNT9A,606275
DLK1,606276
MESDC1,606277
TRPS1,606278
RHOA,606279
UGGT1,606280
TNNI2,606281
FXN,606282
NPPB,606283
REXO1,606284
PHF13,606285
IRAK1BP1,606286
HOXA13,606287
VGLL4,606288
MAN2A2,606289
IGFBP1,606290
THAP3,606291
HOXC5,606292
KDM4B,606293
HOXC4,606294
MSL2,606295
PRKCSH,606296
IKBKB,606297
HFE,606298
CCDC151,606299
KLF16,606300
KLHL21,606301
SVEP1,606302
EPOR,606303
TAF1A,606304
OPRL1,606305
RNF34,606306
APOLD1,606307
CRKL,606308
ATP8B3,606309
SAP130,606310
KDM6B,606311
IGFBP3,606312
MIA3,606313
SPI1,606314
SLC9B2,606315
TMEM88,606316
HOXA11,606317
NRAS,606318
CYB5D1,606319
LPXN,606320
KLHDC10,606321
P2RX1,606322
CYB561,606323
ARHGEF3,606324
BRAF,606325
ZFAND2A,606326
PLCG1,606327
RPS6KA1,606328
RGS19,606329
ZFP91,606330
C8orf74,606331
BAX,606332
ANAPC5,606333
BRAT1,606334
C7orf50,606335
MUC1,606336
SLC5A7,606337
HOXC6,606338
TRIM64C,606339
ATP2B1,606340
HEY2,606341
FAM109A,606342
GPR19,606343
KCNJ8,606344
HIST1H4C,606345
HOXA10,606346
PRDM4,606347
HAND2,606348
ATG7,606349
HAND1,606350
MYT1,606351
ZBTB48,606352
FOXH1,606353
MAPK11,606354
IQCE,606355
DAGLB,606356
HIST1H1T,606357
EGFR,606358
FERMT3,606359
PCCB,606360
PDPK1,606361
NGFR,606362
SUPT4H1,606363
PIK3CD,606364
CAPN9,606365
RPAP1,606366
NFATC4,606367
HGFAC,606368
HOXC8,606369
SERPINE1,606370
GPR20,606371
SLC9A3,606372
MAPK7,606373
AGTR2,606374
CHD3,606375
TNNT3,606376
PRKD1,606377
EVX1,606378
RPS6KB1,606379
MAPK10,606380
GPLD1,606381
AKT3,606382
KCNH2,606383
SWSAP1,606384
MTX1,606385
HOXA9,606386
THBS3,606387
GP2,606388
CCND1,606389
RNF43,606390
LMAN1L,606391
IRS4,606392
CHRNA1,606393
PRKACA,606394
DAAM1,606395
PTK2,606396
SOD2,606397
HEXIM1,606398
WNT4,606399
HIST1H2BC,606400
HIST1H2AC,606401
ATP2A2,606402
SARS,606403
FASLG,606404
JARID2,606405
HOXC9,606406
PLIN5,606407
ABL1,606408
GJA6P,606409
PIERCE1,606410
HSD11B2,606412
ZDHHC1,606413
ATP6V0D1,606414
AGRP,606415
TPPP3,606416
GPR63,606418
SAMD9,606419
MAX,606420
SLC13A3,606421
GLRA3,606422
KCNV2,606423
MARCKS,606424
FAM173B,606425
DCTD,606426
CCT5,606427
OCSTAMP,606428
SAMD9L,606429
TMEM249,606430
SRP68,606431
EVPL,606432
FBXL6,606433
SLC52A2,606434
SCRT1,606435
ADCK5,606436
GALR2,606437
ZACN,606438
CDK3,606439
MME,606441
PICALM,606442
SORL1,606443
CTSB,606444
MS4A6A,606445
NEU2,606446
APP,606447
BACE1,606448
CR1,606449
PRDM7,606450
SEC61G,606451
COX7C,606452
NME8,606453
ADAM10,606454
RPA3,606455
RHOH,606456
WNT3,606457
RIN3,606458
CLNK,606459
PLCG2,606460
CD2AP,606461
FERMT2,606462
ULK4,606463
NCK2,606464
ADAMTS1,606465
CSNK1G3,606466
TRPM7,606467
ATP8B4,606468
TMEM121,606469
TTR,606470
NBEAL1,606471
FAM105A,606472
IL34,606473
SETD7,606474
SLC9A7,606475
PRKD3,606476
ZSCAN12,606477
RNF138,606478
TNF,606479
PSENEN,606480
PSEN1,606481
ALKBH5,606482
SP1,606483
JAZF1,606484
NCSTN,606485
HAP1,606486
GSK3A,606487
GGA3,606488
APH1A,606489
RTN3,606490
PIN1,606491
CSNK1E,606492
TMED10,606493
ECHDC3,606494
PSEN2,606495
ROCK2,606496
RTN2,606497
IFNGR1,606498
CASP3,606499
BACE2,606500
IFNG,606501
SLC2A13,606502
PRNP,606503
RTN4,606504
CHRNA7,606505
SPON1,606506
RTN1,606507
IGF1,606508
BZRAP1,606509
ICA1,606510
EPHA4,606511
HLA-DQA1,606512
IGFBP7,606513
PILRB,606514
HS3ST5,606515
NDUFAF6,606516
ROCK1,606517
LRRTM3,606518
BECN1,606519
APEH,606520
MTSS1L,606521
MGAT3,606522
REN,606523
EPHA1,606524
IDE,606525
USP6NL,606526
B3GALT2,606527
BLNK,606528
CPSF3,606529
HLA-DRB1,606530
DSG2,606531
ITGB1BP1,606532
TREML1,606533
ANKH,606534
HSPG2,606535
ACTN4,606536
MTM1,606537
CELA3B,606538
RBCK1,606539
LCP1,606540
WNK3,606541
EXOC3L2,606542
FAM63B,606543
SPDYE3,606544
CDC42SE2,606545
FNIP1,606546
ZKSCAN3,606547
MYO15A,606548
ACSL6,606549
DNTT,606550
SLC26A1,606551
QPCT,606552
TAS2R60,606553
IDUA,606554
C17orf107,606555
ZYX,606556
DACH2,606557
BLOC1S3,606558
TRAPPC6A,606559
RNF125,606560
CASS4,606561
EIF3K,606562
TRIB3,606563
MAP4K1,606564
SFSWAP,606565
NLGN4X,606566
CHRNE,606567
CHID1,606568
SLC39A13,606569
FGFRL1,606570
MARK4,606571
DGKQ,606572
ZNF280C,606573
ZSCAN23,606574
CR2,606575
MAP7D3,606576
RELB,606577
CELA3A,606578
FAM155A,606579
BCKDK,606580
WNT9B,606581
MGST2,606582
NCKAP1L,606583
ZDHHC13,606584
CTSK,606585
APCS,606586
IL2,606587
PTGER2,606588
RBP4,606589
NGEF,606590
LEPR,606591
DYSF,606592
CEBPZ,606593
WDR12,606594
MPO,606595
LILRB5,606596
LILRB2,606597
RAPGEF6,606598
TBC1D20,606599
KAT8,606600
MID1,606601
CSTF1,606602
TNIP1,606603
SCIMP,606604
GP1BA,606605
AURKA,606606
BRS3,606607
FAM131B,606608
VKORC1,606609
LILRA6,606610
MGAT4B,606611
TPCN1,606612
IQCD,606613
ICA1L,606614
NKPD1,606615
SQSTM1,606616
LTC4S,606617
WDR81,606618
PRSS53,606619
GPX3,606620
DRG2,606621
TNFSF12-TNFSF13,606622
LILRA3,606623
SLC25A11,606624
PRSS8,606625
PSMC3,606626
ADAT3,606627
LLGL1,606628
TNFSF13,606629
GRINA,606630
CPB2,606631
RNF167,606632
SERINC5,606633
TLCD2,606634
SERPINF2,606635
SPZ1,606636
SFRP4,606637
IAH1,606638
DSG3,606639
GATS,606640
SCAMP4,606641
PARP10,606642
SENP3,606643
GAS8,606644
TNFSF12,606645
EPDR1,606646
ZNF594,606647
DEDD,606648
UFC1,606649
PRSS36,606650
EIF4A1,606651
CTSL,606652
MIR186,606653
MIR29C,606654
MIR298,606655
MIR153-1,606656
MIR15B,606657
MIR339,606658
GSAP,606659
MIR29A,606660
MIR29B1,606661
MIR24-1,606662
MIR455,606663
MIR361,606664
BLK,606666
CERS3,606667
RASGEF1C,606668
LTA4H,606669
CEACAM20,606670
RASD2,606671
ZNF180,606672
NUDT12,606673
TM4SF4,606674
NEBL,606675
RTN4RL1,606676
FLOT2,606677
DPH1,606678
AGER,606679
KLK6,606680
NAGLU,606681
ACHE,606682
RANBP9,606683
ADAM19,606684
TMCC2,606685
NECAB2,606686
NECAB3,606687
ITM2B,606688
CLN3,606689
ITM2C,606690
NECAB1,606691
LYN,606692
AATF,606693
PAWR,606694
OVCA2,606695
HAL,606696
FAM167A,606697
AGO2,606698
NSG1,606699
MIR107,606700
MIR20A,606701
MIR323A,606702
MIR520C,606703
MIR101-1,606704
MIR644A,606705
MIR31,606706
MIR147A,606707
MIR106A,606708
TRPM8,606710
STAT6,606711
STH,606712
KANSL1,606713
NAB2,606714
GPR52,606715
HJURP,606716
TMEM194A,606717
BMP5,606719
SYT10,606720
KIAA1549,606721
ZNF519,606722
NAF1,606723
STEAP3,606724
ACTN1,606725
MLLT4,606726
CABLES1,606727
PTHLH,606728
LARP4B,606729
FBXO5,606730
ZNF507,606731
KIF6,606732
TBL1XR1,606733
ZNF648,606734
SMAD4,606735
MFSD6,606736
ZBTB16,606737
AP3B1,606738
TRIM37,606739
TMED3,606740
THSD7A,606741
REXO2,606742
GDF10,606743
RBM38,606744
RIF1,606745
TLR4,606746
FRG2C,606747
CMTM7,606748
ANKRD34C,606749
ALLC,606750
SAMD8,606751
DAD1,606752
DUSP13,606753
LRRTM4,606754
ALG10B,606755
CDH18,606756
PLAC4,606757
TMEM230,606758
TMEM194B,606759
PFKFB3,606760
RNASE11,606761
RNASE12,606762
CFHR4,606763
CFHR2,606764
PCNA,606765
RNASE9,606766
RBM17,606767
CMTM8,606768
C9orf117,606769
CDS2,606770
RBM7,606771
C11orf71,606772
ABHD4,606773
GNAI3,606774
PTRH1,606775
TTC16,606776
GPR61,606777
MTRF1L,606778
DHX37,606779
C1QL2,606780
GNAT2,606781
BRI3BP,606782
CPT1C,606783
ZC3HAV1L,606784
TOR2A,606785
IL2RA,606786
CFHR5,606787
CTCFL,606788
GDF2,606789
AMPD2,606790
MTRNR2L3,606791
IFITM5,606792
IFITM2,606793
SLC23A2,606794
IFITM1,606795
TSKS,606796
ATHL1,606797
IFITM3,606798
PRMT1,606799
HUS1B,606801
TMCO1,606802
FNDC3B,606803
ANGPT1,606804
AFAP1,606805
BMP2,606806
AGBL2,606807
FNBP4,606808
SMEK2,606809
UCK2,606810
NUP160,606811
EXOC2,606812
ALDH9A1,606813
MTCH2,606814
RBMS3,606816
WDR36,606817
NCF1,606819
EDNRA,606820
ADM,606821
ATXN2,606822
CLIC4,606823
C5orf64,606824
PHIP,606825
LRRC70,606826
RYK,606827
PKN2,606828
MLF1,606829
PREX1,606830
ATF1,606831
OGFRL1,606832
KAT2B,606833
PPP1R1C,606834
ARHGAP24,606835
HSD17B12,606836
C20orf203,606837
RERGL,606838
ANGPTL2,606839
XBP1,606840
GLCE,606841
NFAT5,606842
HSF2BP,606843
SMG6,606844
RRP1B,606845
TGFB1,606846
DACH1,606847
RAP2A,606848
SBF2,606849
OLFML3,606850
VAMP8,606851
YES1,606852
NR2C2,606853
AR,606854
ELN,606855
WNK4,606856
SRBD1,606857
CLCN2,606858
CLCNKA,606859
GJA5,606860
SLC12A1,606861
VAV2,606862
HIVEP2,606863
ANO1,606864
MAB21L2,606865
C18orf8,606866
EFEMP2,606867
LEF1,606868
MPPED2,606869
GNG7,606870
CYP17A1,606871
C10orf32,606872
PAQR8,606873
GTF2I,606874
LRP12,606875
ADCY3,606876
MRAP,606877
FBXO38,606878
TUBD1,606879
KLF13,606880
CCDC146,606881
C6orf1,606882
RBM47,606883
NLGN1,606884
FGFR2,606885
LMNA,606886
SLC5A11,606887
MADD,606888
BAG3,606889
FOXC1,606890
PHLDB2,606891
CPLX3,606892
HMGA1,606893
AS3MT,606894
SLC30A5,606895
OLA1,606896
TCF4,606897
EIF1AX,606898
PP2D1,606899
MIS18A,606900
OVOL1,606901
ATP2B2,606902
ZNF493,606903
SHFM1,606904
PXDNL,606905
SEMA4A,606906
ENOSF1,606907
AP5B1,606908
NEDD4L,606909
ULK3,606910
CCDC117,606911
IRX1,606912
C14orf177,606913
MAP7D2,606914
RBM5,606915
RIOK3,606916
CCDC141,606917
PHACTR4,606918
OCIAD2,606919
HTR4,606920
KIAA0825,606921
ANKRD32,606922
MED18,606923
GATA6,606924
MCM3,606925
CCDC71L,606926
SNX32,606927
ACP2,606928
CPAMD8,606929
FGF10,606930
HIPK1,606931
MBNL2,606932
PDP2,606933
CDH16,606934
NOTCH1,606935
OCIAD1,606936
SRF,606937
TMEM241,606938
TTN,606939
NFATC3,606940
RRAD,606941
SMARCD3,606942
OR5B21,606943
COMP,606944
MESP1,606945
SP9,606946
ENG,606947
PLCD3,606948
NMT1,606949
TIAL1,606950
FAM96B,606951
RAMP2,606952
DCAKD,606953
ENHO,606954
TMEM204,606955
CES2,606956
DNMT1,606957
MECP2,606958
SIX1,606959
ACVR1,606960
ACBD4,606961
OLFM2,606962
FOXO4,606963
RBPMS2,606964
MED28,606965
PDGFB,606966
APLNR,606967
SCAMP2,606968
INPP5F,606969
TPSG1,606970
SLC25A44,606971
PDCD4,606972
PTGES3,606973
ANKRD17,606974
PIAS1,606975
EREG,606976
TBX18,606977
SGCB,606978
HIST1H1C,606979
CACNA1H,606980
ITGA8,606981
DLK2,606982
UNC45A,606983
HEY1,606984
ZNF429,606985
DCLK2,606986
C4orf22,606987
CTH,606988
HES1,606989
DNAJC11,606990
MYOCD,606991
NACA,606992
KIT,606993
MRTFB,606994
MRTFA,606995
GPER1,606996
MIR100,606997
MIR125B1,606998
MIR18A,606999
MIR140,607000
MIR22,607001
MIR21,607002
MIR1-1,607003
MIR199B,607004
MIR221,607005
MIR424,607006
UFL1,607008
PRDM16,607009
PHACTR1,607010
GJA1,607011
GATA3,607012
MEF2D,607013
RUNX1T1,607014
ZWINT,607015
TRIM32,607016
FGF6,607017
ASTN2,607018
FGF23,607019
C1orf61,607020
CRHR1,607022
CALHM3,607023
PITX2,607024
TRAFD1,607025
IRF2,607026
HLA-B,607027
FANCC,607028
TNKS,607029
LOC554223,607030
FDX1,607031
ABO,607032
RDX,607033
HLA-F,607034
B9D2,607035
CTRB1,607036
MSRA,607037
NAA25,607038
TCEA2,607039
HLA-G,607040
TMEM91,607041
SLC19A2,607042
SURF6,607043
SOX18,607044
CTRB2,607045
CALHM1,607046
BMP1,607047
RPS27A,607048
PRKACB,607049
OBP2B,607050
EXOSC5,607051
BCKDHA,607052
EMILIN3,607054
TMEM211,607055
LYPLAL1,607056
RSPO2,607057
COMMD10,607058
PSMF1,607059
TCTE3,607060
ERBB2IP,607061
MAML2,607062
OCA2,607063
DSC3,607064
PPP2R5A,607065
C17orf70,607066
ADAMTS2,607067
MFF,607068
BNIP3,607069
SNX19,607070
AFF3,607071
BHLHE22,607072
N4BP1,607073
GTSF1L,607074
RTL1,607075
TM4SF20,607076
CELF2,607077
TRIM42,607078
FMNL2,607079
DOCK4,607080
ZNF277,607081
ADAMTS9,607082
NR2E1,607083
SNX16,607084
MAEL,607085
ILDR2,607086
IFNE,607087
WWC1,607088
MYO1G,607089
ALDH3A1,607090
CEACAM4,607091
C4orf3,607092
SLC47A2,607093
FSCN2,607094
EIF3E,607095
MTAP,607096
RSPO4,607097
CCM2,607098
DSCAM,607099
TRAF3IP1,607100
CBLN1,607101
JAKMIP3,607102
CEACAM21,607103
USP53,607104
LPIN3,607105
RPL7A,607106
MED22,607107
PURB,607108
SURF2,607109
SURF1,607110
ICOS,607112
SNTN,607113
ARID5B,607115
RFC4,607117
EIF4A2,607118
SLC2A2,607120
SLC30A8,607121
ADCY5,607122
MTNR1B,607123
DGKB,607124
FOXA2,607125
G6PC2,607126
SPC25,607127
C2CD4A,607128
VPS13C,607129
DNAJC25-GNG10,607130
DNAJC25,607131
PTGR1,607132
C2CD4B,607133
GNG10,607134
GRB14,607136
POU5F1B,607137
KLLN,607138
PTEN,607139
GDF5,607141
TGFB2,607142
MFAP2,607143
GHR,607144
LTBP3,607145
CDKN1C,607146
HMGA2,607147
ACAN,607148
VPS33A,607149
FGFR3,607150
FBLN5,607151
PTH1R,607152
SOCS2,607153
PRRX1,607154
ITGB3,607155
ESR1,607156
BMP6,607157
FBN1,607158
ITGB6,607159
IHH,607160
SERPINH1,607161
ADAMTSL3,607162
PRKG2,607163
ITGB8,607164
EMILIN2,607165
FBLN2,607166
AKTIP,607167
LTBP1,607168
LUZP1,607169
ADAMTS17,607170
CYP19A1,607171
DYM,607172
BCL2L2,607173
ITGB1,607174
ITGB5,607175
PLXND1,607176
E2F3,607177
ESRRA,607178
COL11A1,607179
SNX10,607180
LTBP2,607181
PAPPA2,607182
OTUD4,607183
EZH2,607184
GORAB,607185
LIN28B,607186
SPTBN2,607187
IGF2BP2,607188
GNA12,607189
C1orf105,607190
OPTC,607191
CBFA2T2,607192
EPB41L1,607193
HHIP,607194
ANKS1A,607195
FAM101B,607196
SLC24A3,607197
RBL2,607198
KLHL31,607199
LCORL,607200
VTA1,607201
HSD17B4,607202
DLEU7,607203
RNF135,607204
ZSCAN2,607205
SSPN,607206
MEOX2,607207
EYA2,607208
RRAS2,607209
LYZ,607210
TSEN15,607211
LY86,607212
DMRT2,607213
BMP10,607214
MYEOV,607215
TSEN2,607216
CCDC91,607217
CHSY1,607218
BMPR1A,607219
SDC3,607220
PPIF,607221
EYA1,607222
RARA,607223
FBLN1,607224
CYBRD1,607225
SPIN1,607226
TLK1,607227
NFE2L3,607228
PTH,607229
EMILIN1,607230
TRH,607231
CENPW,607232
ITGAV,607233
E2F7,607234
DNMT3A,607235
BOD1,607236
PTPN3,607237
MFAP3,607238
VTN,607239
WBP11,607240
SLC22A3,607241
MFAP5,607242
COL2A1,607243
HOXA3,607244
MFAP4,607245
FILIP1,607246
SNRPC,607247
WWP1,607248
FOXD2,607249
DMP1,607250
COPG1,607251
FN1,607252
TBX15,607253
E2F1,607254
POMC,607255
ZNF322,607256
TNFAIP8,607257
LGMN,607258
FGFR4,607259
L3MBTL3,607260
SPAG17,607261
CDKN2C,607262
FANCE,607263
CDKN2AIPNL,607264
UBE2V1,607265
ANAPC10,607266
NR3C1,607267
KPNA3,607268
SMOC2,607269
CBFB,607270
CEBPG,607271
DOT1L,607272
DGKE,607273
ABCE1,607274
KIF23,607275
NPR2,607276
GPX5,607277
TMEM165,607278
FAF1,607279
IGF2BP3,607280
ASIP,607281
CPA1,607282
PKDCC,607283
FRS2,607284
FLNB,607285
COL1A1,607286
H6PD,607287
SPSB1,607288
RALY,607289
UXS1,607290
ERCC6L2,607291
PGBD1,607292
UBE4B,607293
GNAS,607294
ZMPSTE24,607295
MANF,607296
CPD,607297
RAB18,607298
CCDC92,607299
KCNJ15,607300
SUPT3H,607301
MSX2,607302
SUZ12,607303
RARB,607304
RARG,607305
RFT1,607306
VGLL2,607307
KDM2A,607308
BSX,607309
H1FX,607310
TMCC1,607311
ADNP2,607312
FOSL1,607313
RECK,607314
ZNF367,607315
SLC35D2,607316
PLAGL1,607317
ZFAT,607318
CYP26B1,607319
OFD1,607320
HAS2,607321
RAI1,607322
DNASE1L2,607323
FAM101A,607324
CSGALNACT2,607325
RYBP,607326
PCGF5,607327
MAP4K5,607328
NKAIN1,607329
ROR2,607330
HIF1A,607331
EIF2AK3,607332
GLIS2,607333
STAT3,607334
GIGYF2,607335
CPA5,607336
BCKDHB,607337
MYO6,607338
ZNF664-FAM101A,607339
ZNF664,607340
TGIF2,607341
ADRBK1,607342
CYP27B1,607343
WEE1,607344
MOB4,607345
IRAK2,607346
NXN,607347
CCNE1,607348
DLL1,607349
CDCA4,607350
SLC38A9,607351
PAX3,607352
KL,607353
GPCPD1,607354
CPEB2,607355
SCUBE2,607356
BTG2,607357
MTMR11,607358
EGR1,607359
EFNB2,607360
ZNF423,607361
PHF20L1,607362
GH1,607363
VGLL3,607364
COL9A2,607365
KANK1,607366
THRA,607367
CALCA,607368
ARIH1,607369
TEFM,607370
FBXW11,607371
RPL10A,607372
MMP14,607373
FEZ2,607374
CCND2,607375
PAFAH1B1,607376
UHRF1BP1,607377
LMX1A,607378
KCNJ1,607379
AUH,607380
CREB5,607381
TNFSF11,607382
MACF1,607383
TCP11,607384
FGF7,607385
PTP4A2,607386
REST,607387
RAB11FIP4,607388
MAP3K3,607389
ARL2,607390
TFAP4,607391
BPTF,607392
SPEG,607393
SGPL1,607394
RBM15B,607395
PCDHAC1,607396
BTRC,607397
PCDHAC2,607398
NOTCH2,607399
PIGC,607400
MAP2K4,607401
KIF1B,607402
BAHCC1,607403
PIM1,607404
PHEX,607405
PRKAR2A,607406
PRDM11,607407
DNAJA2,607408
VANGL2,607409
GPX6,607410
PPRC1,607411
THRB,607412
PRELP,607413
HNRNPA1,607414
GYPA,607415
SNTA1,607416
MMP13,607417
CDK5R1,607418
RASSF5,607419
PBXIP1,607420
PUM1,607421
SPTLC1,607422
KIF27,607423
KIF21A,607424
PAM16,607425
HMGXB4,607426
SLC22A17,607427
ADAP2,607428
PKD1,607429
OTX1,607430
TACO1,607431
TOM1,607432
PGPEP1L,607433
OR2J3,607434
PENK,607435
RBL1,607436
BSCL2,607437
BNC2,607438
WNT5A,607439
LRRK1,607440
STC2,607441
MMP9,607442
ADAMTSL2,607443
PEX2,607444
TRIB2,607445
LPAR1,607446
POSTN,607447
ZNF557,607448
CLOCK,607449
PRDM14,607450
MEN1,607451
NOC3L,607452
ANKRD13D,607453
KPNB1,607454
EBPL,607455
PDE3B,607456
EPS15,607457
BICD2,607458
PIGU,607459
TRA2A,607460
CSHL1,607461
PPARD,607462
COL8A1,607463
OR2B3,607464
SLC25A37,607465
JUNB,607466
HABP4,607467
SYN2,607468
PEPD,607469
C6orf106,607470
TWISTNB,607471
KCNJ12,607472
STOX1,607473
MLXIPL,607474
TBKBP1,607475
NDUFV1,607476
NACC1,607477
ZNF341,607478
LTA,607479
GLDN,607480
CHST11,607481
SFMBT1,607482
TMED7-TICAM2,607483
SMO,607484
SH3PXD2B,607485
